"year","zone","domain","measure","value"
"2016","S01008785","SIMD","Quintile",1
"2016","S01008785","Access To Services","Quintile",5
"2016","S01008786","Access To Services","Rank",6947
"2016","S01008786","SIMD","Rank",2657
"2016","S01008786","Crime","Rank",428
"2016","S01008786","Employment","Rank",2717
"2016","S01008786","Income","Rank",3394
"2016","S01008786","Health","Rank",2668
"2016","S01008786","Education Skills And Training","Rank",2289
"2016","S01008786","Housing","Rank",130
"2016","S01008786","SIMD","Decile",4
"2016","S01008786","Crime","Decile",1
"2016","S01008786","Health","Decile",4
"2016","S01008786","Access To Services","Decile",10
"2016","S01008786","Housing","Decile",1
"2016","S01008786","Education Skills And Training","Decile",4
"2016","S01008786","Income","Decile",5
"2016","S01008786","Employment","Decile",4
"2016","S01008786","Education Skills And Training","Vigintile",7
"2016","S01008786","Employment","Vigintile",8
"2016","S01008786","Health","Vigintile",8
"2016","S01008786","Housing","Vigintile",1
"2016","S01008786","Access To Services","Vigintile",20
"2016","S01008786","Crime","Vigintile",2
"2016","S01008786","Income","Vigintile",10
"2016","S01008786","SIMD","Vigintile",8
"2016","S01008786","Housing","Quintile",1
"2016","S01008786","Health","Quintile",2
"2016","S01008786","Income","Quintile",3
"2016","S01008786","Education Skills And Training","Quintile",2
"2016","S01008786","Employment","Quintile",2
"2016","S01008786","Crime","Quintile",1
"2016","S01008786","SIMD","Quintile",2
"2016","S01008786","Access To Services","Quintile",5
"2016","S01008787","Access To Services","Rank",6251
"2016","S01008787","SIMD","Rank",51
"2016","S01008787","Crime","Rank",279
"2016","S01008787","Employment","Rank",5
"2016","S01008787","Income","Rank",134
"2016","S01008787","Health","Rank",104
"2016","S01008787","Education Skills And Training","Rank",128
"2016","S01008787","Housing","Rank",367
"2016","S01008787","SIMD","Decile",1
"2016","S01008787","Crime","Decile",1
"2016","S01008787","Health","Decile",1
"2016","S01008787","Access To Services","Decile",9
"2016","S01008787","Housing","Decile",1
"2016","S01008787","Education Skills And Training","Decile",1
"2016","S01008787","Income","Decile",1
"2016","S01008787","Employment","Decile",1
"2016","S01008787","Education Skills And Training","Vigintile",1
"2016","S01008787","Employment","Vigintile",1
"2016","S01008787","Health","Vigintile",1
"2016","S01008787","Housing","Vigintile",2
"2016","S01008787","Access To Services","Vigintile",18
"2016","S01008787","Crime","Vigintile",1
"2016","S01008787","Income","Vigintile",1
"2016","S01008787","SIMD","Vigintile",1
"2016","S01008787","Housing","Quintile",1
"2016","S01008787","Health","Quintile",1
"2016","S01008787","Income","Quintile",1
"2016","S01008787","Education Skills And Training","Quintile",1
"2016","S01008787","Employment","Quintile",1
"2016","S01008787","Crime","Quintile",1
"2016","S01008787","SIMD","Quintile",1
"2016","S01008787","Access To Services","Quintile",5
"2016","S01008788","Access To Services","Rank",6919
"2016","S01008788","SIMD","Rank",3719
"2016","S01008788","Crime","Rank",794
"2016","S01008788","Employment","Rank",4439
"2016","S01008788","Income","Rank",4134
"2016","S01008788","Health","Rank",4273
"2016","S01008788","Education Skills And Training","Rank",2083
"2016","S01008788","Housing","Rank",91
"2016","S01008788","SIMD","Decile",6
"2016","S01008788","Crime","Decile",2
"2016","S01008788","Health","Decile",7
"2016","S01008788","Access To Services","Decile",10
"2016","S01008788","Housing","Decile",1
"2016","S01008788","Education Skills And Training","Decile",3
"2016","S01008788","Income","Decile",6
"2016","S01008788","Employment","Decile",7
"2016","S01008788","Education Skills And Training","Vigintile",6
"2016","S01008788","Employment","Vigintile",13
"2016","S01008788","Health","Vigintile",13
"2016","S01008788","Housing","Vigintile",1
"2016","S01008788","Access To Services","Vigintile",20
"2016","S01008788","Crime","Vigintile",3
"2016","S01008788","Income","Vigintile",12
"2016","S01008788","SIMD","Vigintile",11
"2016","S01008788","Housing","Quintile",1
"2016","S01008788","Health","Quintile",4
"2016","S01008788","Income","Quintile",3
"2016","S01008788","Education Skills And Training","Quintile",2
"2016","S01008788","Employment","Quintile",4
"2016","S01008788","Crime","Quintile",1
"2016","S01008788","SIMD","Quintile",3
"2016","S01008788","Access To Services","Quintile",5
"2016","S01008789","Access To Services","Rank",6605
"2016","S01008789","SIMD","Rank",1101
"2016","S01008789","Crime","Rank",443
"2016","S01008789","Employment","Rank",1305
"2016","S01008789","Income","Rank",785
"2016","S01008789","Health","Rank",986
"2016","S01008789","Education Skills And Training","Rank",2038
"2016","S01008789","Housing","Rank",427
"2016","S01008789","SIMD","Decile",2
"2016","S01008789","Crime","Decile",1
"2016","S01008789","Health","Decile",2
"2016","S01008789","Access To Services","Decile",10
"2016","S01008789","Housing","Decile",1
"2016","S01008789","Education Skills And Training","Decile",3
"2016","S01008789","Income","Decile",2
"2016","S01008789","Employment","Decile",2
"2016","S01008789","Education Skills And Training","Vigintile",6
"2016","S01008789","Employment","Vigintile",4
"2016","S01008789","Health","Vigintile",3
"2016","S01008789","Housing","Vigintile",2
"2016","S01008789","Access To Services","Vigintile",19
"2016","S01008789","Crime","Vigintile",2
"2016","S01008789","Income","Vigintile",3
"2016","S01008789","SIMD","Vigintile",4
"2016","S01008789","Housing","Quintile",1
"2016","S01008789","Health","Quintile",1
"2016","S01008789","Income","Quintile",1
"2016","S01008789","Education Skills And Training","Quintile",2
"2016","S01008789","Employment","Quintile",1
"2016","S01008789","Crime","Quintile",1
"2016","S01008789","SIMD","Quintile",1
"2016","S01008789","Access To Services","Quintile",5
"2016","S01008790","Access To Services","Rank",6941
"2016","S01008790","SIMD","Rank",1372
"2016","S01008790","Crime","Rank",38
"2016","S01008790","Employment","Rank",1243
"2016","S01008790","Income","Rank",1527
"2016","S01008790","Health","Rank",1393
"2016","S01008790","Education Skills And Training","Rank",2487
"2016","S01008790","Housing","Rank",404
"2016","S01008790","SIMD","Decile",2
"2016","S01008790","Crime","Decile",1
"2016","S01008790","Health","Decile",2
"2016","S01008790","Access To Services","Decile",10
"2016","S01008790","Housing","Decile",1
"2016","S01008790","Education Skills And Training","Decile",4
"2016","S01008790","Income","Decile",3
"2016","S01008790","Employment","Decile",2
"2016","S01008790","Education Skills And Training","Vigintile",8
"2016","S01008790","Employment","Vigintile",4
"2016","S01008790","Health","Vigintile",4
"2016","S01008790","Housing","Vigintile",2
"2016","S01008790","Access To Services","Vigintile",20
"2016","S01008790","Crime","Vigintile",1
"2016","S01008790","Income","Vigintile",5
"2016","S01008790","SIMD","Vigintile",4
"2016","S01008790","Housing","Quintile",1
"2016","S01008790","Health","Quintile",1
"2016","S01008790","Income","Quintile",2
"2016","S01008790","Education Skills And Training","Quintile",2
"2016","S01008790","Employment","Quintile",1
"2016","S01008790","Crime","Quintile",1
"2016","S01008790","SIMD","Quintile",1
"2016","S01008790","Access To Services","Quintile",5
"2016","S01008791","Access To Services","Rank",6079
"2016","S01008791","SIMD","Rank",3245
"2016","S01008791","Crime","Rank",403
"2016","S01008791","Employment","Rank",4288
"2016","S01008791","Income","Rank",2854
"2016","S01008791","Health","Rank",5337
"2016","S01008791","Education Skills And Training","Rank",2108
"2016","S01008791","Housing","Rank",314
"2016","S01008791","SIMD","Decile",5
"2016","S01008791","Crime","Decile",1
"2016","S01008791","Health","Decile",8
"2016","S01008791","Access To Services","Decile",9
"2016","S01008791","Housing","Decile",1
"2016","S01008791","Education Skills And Training","Decile",4
"2016","S01008791","Income","Decile",5
"2016","S01008791","Employment","Decile",7
"2016","S01008791","Education Skills And Training","Vigintile",7
"2016","S01008791","Employment","Vigintile",13
"2016","S01008791","Health","Vigintile",16
"2016","S01008791","Housing","Vigintile",1
"2016","S01008791","Access To Services","Vigintile",18
"2016","S01008791","Crime","Vigintile",2
"2016","S01008791","Income","Vigintile",9
"2016","S01008791","SIMD","Vigintile",10
"2016","S01008791","Housing","Quintile",1
"2016","S01008791","Health","Quintile",4
"2016","S01008791","Income","Quintile",3
"2016","S01008791","Education Skills And Training","Quintile",2
"2016","S01008791","Employment","Quintile",4
"2016","S01008791","Crime","Quintile",1
"2016","S01008791","SIMD","Quintile",3
"2016","S01008791","Access To Services","Quintile",5
"2016","S01008519","Access To Services","Rank",3369
"2016","S01008519","SIMD","Rank",6722
"2016","S01008519","Crime","Rank",2567
"2016","S01008519","Employment","Rank",6263
"2016","S01008519","Income","Rank",6748
"2016","S01008519","Health","Rank",6780
"2016","S01008519","Education Skills And Training","Rank",6956
"2016","S01008519","Housing","Rank",5406
"2016","S01008519","SIMD","Decile",10
"2016","S01008519","Crime","Decile",4
"2016","S01008519","Health","Decile",10
"2016","S01008519","Access To Services","Decile",5
"2016","S01008519","Housing","Decile",8
"2016","S01008519","Education Skills And Training","Decile",10
"2016","S01008519","Income","Decile",10
"2016","S01008519","Employment","Decile",9
"2016","S01008519","Education Skills And Training","Vigintile",20
"2016","S01008519","Employment","Vigintile",18
"2016","S01008519","Health","Vigintile",20
"2016","S01008519","Housing","Vigintile",16
"2016","S01008519","Access To Services","Vigintile",10
"2016","S01008519","Crime","Vigintile",8
"2016","S01008519","Income","Vigintile",20
"2016","S01008519","SIMD","Vigintile",20
"2016","S01008519","Housing","Quintile",4
"2016","S01008519","Health","Quintile",5
"2016","S01008519","Income","Quintile",5
"2016","S01008519","Education Skills And Training","Quintile",5
"2016","S01008519","Employment","Quintile",5
"2016","S01008519","Crime","Quintile",2
"2016","S01008519","SIMD","Quintile",5
"2016","S01008519","Access To Services","Quintile",3
"2016","S01008520","Access To Services","Rank",4236
"2016","S01008520","SIMD","Rank",6862
"2016","S01008520","Crime","Rank",2360
"2016","S01008520","Employment","Rank",6622
"2016","S01008520","Income","Rank",6779
"2016","S01008520","Health","Rank",6848
"2016","S01008520","Education Skills And Training","Rank",6896
"2016","S01008520","Housing","Rank",6688
"2016","S01008520","SIMD","Decile",10
"2016","S01008520","Crime","Decile",4
"2016","S01008520","Health","Decile",10
"2016","S01008520","Access To Services","Decile",7
"2016","S01008520","Housing","Decile",10
"2016","S01008520","Education Skills And Training","Decile",10
"2016","S01008520","Income","Decile",10
"2016","S01008520","Employment","Decile",10
"2016","S01008520","Education Skills And Training","Vigintile",20
"2016","S01008520","Employment","Vigintile",19
"2016","S01008520","Health","Vigintile",20
"2016","S01008520","Housing","Vigintile",20
"2016","S01008520","Access To Services","Vigintile",13
"2016","S01008520","Crime","Vigintile",7
"2016","S01008520","Income","Vigintile",20
"2016","S01008520","SIMD","Vigintile",20
"2016","S01008520","Housing","Quintile",5
"2016","S01008520","Health","Quintile",5
"2016","S01008520","Income","Quintile",5
"2016","S01008520","Education Skills And Training","Quintile",5
"2016","S01008520","Employment","Quintile",5
"2016","S01008520","Crime","Quintile",2
"2016","S01008520","SIMD","Quintile",5
"2016","S01008520","Access To Services","Quintile",4
"2016","S01008521","Access To Services","Rank",3232
"2016","S01008521","SIMD","Rank",6833
"2016","S01008521","Crime","Rank",3445
"2016","S01008521","Employment","Rank",6577
"2016","S01008521","Income","Rank",6724
"2016","S01008521","Health","Rank",6881
"2016","S01008521","Education Skills And Training","Rank",6955
"2016","S01008521","Housing","Rank",6685
"2016","S01008521","SIMD","Decile",10
"2016","S01008521","Crime","Decile",5
"2016","S01008521","Health","Decile",10
"2016","S01008521","Access To Services","Decile",5
"2016","S01008521","Housing","Decile",10
"2016","S01008521","Education Skills And Training","Decile",10
"2016","S01008521","Income","Decile",10
"2016","S01008521","Employment","Decile",10
"2016","S01008521","Education Skills And Training","Vigintile",20
"2016","S01008521","Employment","Vigintile",19
"2016","S01008521","Health","Vigintile",20
"2016","S01008521","Housing","Vigintile",20
"2016","S01008521","Access To Services","Vigintile",10
"2016","S01008521","Crime","Vigintile",10
"2016","S01008521","Income","Vigintile",20
"2016","S01008521","SIMD","Vigintile",20
"2016","S01008521","Housing","Quintile",5
"2016","S01008521","Health","Quintile",5
"2016","S01008521","Income","Quintile",5
"2016","S01008521","Education Skills And Training","Quintile",5
"2016","S01008521","Employment","Quintile",5
"2016","S01008521","Crime","Quintile",3
"2016","S01008521","SIMD","Quintile",5
"2016","S01008521","Access To Services","Quintile",3
"2016","S01008522","Access To Services","Rank",1774
"2016","S01008522","SIMD","Rank",6651
"2016","S01008522","Crime","Rank",3265
"2016","S01008522","Employment","Rank",6840
"2016","S01008522","Income","Rank",6685
"2016","S01008522","Health","Rank",6876
"2016","S01008522","Education Skills And Training","Rank",6966
"2016","S01008522","Housing","Rank",6924
"2016","S01008522","SIMD","Decile",10
"2016","S01008522","Crime","Decile",5
"2016","S01008522","Health","Decile",10
"2016","S01008522","Access To Services","Decile",3
"2016","S01008522","Housing","Decile",10
"2016","S01008522","Education Skills And Training","Decile",10
"2016","S01008522","Income","Decile",10
"2016","S01008522","Employment","Decile",10
"2016","S01008522","Education Skills And Training","Vigintile",20
"2016","S01008522","Employment","Vigintile",20
"2016","S01008522","Health","Vigintile",20
"2016","S01008522","Housing","Vigintile",20
"2016","S01008522","Access To Services","Vigintile",6
"2016","S01008522","Crime","Vigintile",10
"2016","S01008522","Income","Vigintile",20
"2016","S01008522","SIMD","Vigintile",20
"2016","S01008522","Housing","Quintile",5
"2016","S01008522","Health","Quintile",5
"2016","S01008522","Income","Quintile",5
"2016","S01008522","Education Skills And Training","Quintile",5
"2016","S01008522","Employment","Quintile",5
"2016","S01008522","Crime","Quintile",3
"2016","S01008522","SIMD","Quintile",5
"2016","S01008522","Access To Services","Quintile",2
"2016","S01008523","Access To Services","Rank",787
"2016","S01008523","SIMD","Rank",6396
"2016","S01008523","Crime","Rank",6459
"2016","S01008523","Employment","Rank",6709
"2016","S01008523","Income","Rank",6708
"2016","S01008523","Health","Rank",6909
"2016","S01008523","Education Skills And Training","Rank",6889
"2016","S01008523","Housing","Rank",6479
"2016","S01008523","SIMD","Decile",10
"2016","S01008523","Crime","Decile",10
"2016","S01008523","Health","Decile",10
"2016","S01008523","Access To Services","Decile",2
"2016","S01008523","Housing","Decile",10
"2016","S01008523","Education Skills And Training","Decile",10
"2016","S01008523","Income","Decile",10
"2016","S01008523","Employment","Decile",10
"2016","S01008523","Education Skills And Training","Vigintile",20
"2016","S01008523","Employment","Vigintile",20
"2016","S01008523","Health","Vigintile",20
"2016","S01008523","Housing","Vigintile",19
"2016","S01008523","Access To Services","Vigintile",3
"2016","S01008523","Crime","Vigintile",19
"2016","S01008523","Income","Vigintile",20
"2016","S01008523","SIMD","Vigintile",19
"2016","S01008523","Housing","Quintile",5
"2016","S01008523","Health","Quintile",5
"2016","S01008523","Income","Quintile",5
"2016","S01008523","Education Skills And Training","Quintile",5
"2016","S01008523","Employment","Quintile",5
"2016","S01008523","Crime","Quintile",5
"2016","S01008523","SIMD","Quintile",5
"2016","S01008523","Access To Services","Quintile",1
"2016","S01008806","Access To Services","Rank",5738
"2016","S01008806","SIMD","Rank",4728
"2016","S01008806","Crime","Rank",2105
"2016","S01008806","Employment","Rank",4482
"2016","S01008806","Income","Rank",4636
"2016","S01008806","Health","Rank",5642
"2016","S01008806","Education Skills And Training","Rank",3481
"2016","S01008806","Housing","Rank",341
"2016","S01008806","SIMD","Decile",7
"2016","S01008806","Crime","Decile",4
"2016","S01008806","Health","Decile",9
"2016","S01008806","Access To Services","Decile",9
"2016","S01008806","Housing","Decile",1
"2016","S01008806","Education Skills And Training","Decile",5
"2016","S01008806","Income","Decile",7
"2016","S01008806","Employment","Decile",7
"2016","S01008806","Education Skills And Training","Vigintile",10
"2016","S01008806","Employment","Vigintile",13
"2016","S01008806","Health","Vigintile",17
"2016","S01008806","Housing","Vigintile",1
"2016","S01008806","Access To Services","Vigintile",17
"2016","S01008806","Crime","Vigintile",7
"2016","S01008806","Income","Vigintile",14
"2016","S01008806","SIMD","Vigintile",14
"2016","S01008806","Housing","Quintile",1
"2016","S01008806","Health","Quintile",5
"2016","S01008806","Income","Quintile",4
"2016","S01008806","Education Skills And Training","Quintile",3
"2016","S01008806","Employment","Quintile",4
"2016","S01008806","Crime","Quintile",2
"2016","S01008806","SIMD","Quintile",4
"2016","S01008806","Access To Services","Quintile",5
"2016","S01008807","Access To Services","Rank",6572
"2016","S01008807","SIMD","Rank",3657
"2016","S01008807","Crime","Rank","3830.5"
"2016","S01008807","Employment","Rank",3376
"2016","S01008807","Income","Rank",3533
"2016","S01008807","Health","Rank",3604
"2016","S01008807","Education Skills And Training","Rank",2994
"2016","S01008807","Housing","Rank",211
"2016","S01008807","SIMD","Decile",6
"2016","S01008807","Crime","Decile",6
"2016","S01008807","Health","Decile",6
"2016","S01008807","Access To Services","Decile",10
"2016","S01008807","Housing","Decile",1
"2016","S01008807","Education Skills And Training","Decile",5
"2016","S01008807","Income","Decile",6
"2016","S01008807","Employment","Decile",5
"2016","S01008807","Education Skills And Training","Vigintile",9
"2016","S01008807","Employment","Vigintile",10
"2016","S01008807","Health","Vigintile",11
"2016","S01008807","Housing","Vigintile",1
"2016","S01008807","Access To Services","Vigintile",19
"2016","S01008807","Crime","Vigintile",11
"2016","S01008807","Income","Vigintile",11
"2016","S01008807","SIMD","Vigintile",11
"2016","S01008807","Housing","Quintile",1
"2016","S01008807","Health","Quintile",3
"2016","S01008807","Income","Quintile",3
"2016","S01008807","Education Skills And Training","Quintile",3
"2016","S01008807","Employment","Quintile",3
"2016","S01008807","Crime","Quintile",3
"2016","S01008807","SIMD","Quintile",3
"2016","S01008807","Access To Services","Quintile",5
"2016","S01008808","Access To Services","Rank",6890
"2016","S01008808","SIMD","Rank",3711
"2016","S01008808","Crime","Rank",2321
"2016","S01008808","Employment","Rank",2910
"2016","S01008808","Income","Rank",3238
"2016","S01008808","Health","Rank",3296
"2016","S01008808","Education Skills And Training","Rank",5440
"2016","S01008808","Housing","Rank",1013
"2016","S01008808","SIMD","Decile",6
"2016","S01008808","Crime","Decile",4
"2016","S01008808","Health","Decile",5
"2016","S01008808","Access To Services","Decile",10
"2016","S01008808","Housing","Decile",2
"2016","S01008808","Education Skills And Training","Decile",8
"2016","S01008808","Income","Decile",5
"2016","S01008808","Employment","Decile",5
"2016","S01008808","Education Skills And Training","Vigintile",16
"2016","S01008808","Employment","Vigintile",9
"2016","S01008808","Health","Vigintile",10
"2016","S01008808","Housing","Vigintile",3
"2016","S01008808","Access To Services","Vigintile",20
"2016","S01008808","Crime","Vigintile",7
"2016","S01008808","Income","Vigintile",10
"2016","S01008808","SIMD","Vigintile",11
"2016","S01008808","Housing","Quintile",1
"2016","S01008808","Health","Quintile",3
"2016","S01008808","Income","Quintile",3
"2016","S01008808","Education Skills And Training","Quintile",4
"2016","S01008808","Employment","Quintile",3
"2016","S01008808","Crime","Quintile",2
"2016","S01008808","SIMD","Quintile",3
"2016","S01008808","Access To Services","Quintile",5
"2016","S01008809","Access To Services","Rank",5318
"2016","S01008809","SIMD","Rank",5366
"2016","S01008809","Crime","Rank",661
"2016","S01008809","Employment","Rank",5107
"2016","S01008809","Income","Rank",5786
"2016","S01008809","Health","Rank",6772
"2016","S01008809","Education Skills And Training","Rank",4207
"2016","S01008809","Housing","Rank",1330
"2016","S01008809","SIMD","Decile",8
"2016","S01008809","Crime","Decile",1
"2016","S01008809","Health","Decile",10
"2016","S01008809","Access To Services","Decile",8
"2016","S01008809","Housing","Decile",2
"2016","S01008809","Education Skills And Training","Decile",7
"2016","S01008809","Income","Decile",9
"2016","S01008809","Employment","Decile",8
"2016","S01008809","Education Skills And Training","Vigintile",13
"2016","S01008809","Employment","Vigintile",15
"2016","S01008809","Health","Vigintile",20
"2016","S01008809","Housing","Vigintile",4
"2016","S01008809","Access To Services","Vigintile",16
"2016","S01008809","Crime","Vigintile",2
"2016","S01008809","Income","Vigintile",17
"2016","S01008809","SIMD","Vigintile",16
"2016","S01008809","Housing","Quintile",1
"2016","S01008809","Health","Quintile",5
"2016","S01008809","Income","Quintile",5
"2016","S01008809","Education Skills And Training","Quintile",4
"2016","S01008809","Employment","Quintile",4
"2016","S01008809","Crime","Quintile",1
"2016","S01008809","SIMD","Quintile",4
"2016","S01008809","Access To Services","Quintile",4
"2016","S01008810","Access To Services","Rank",6657
"2016","S01008810","SIMD","Rank",6672
"2016","S01008810","Crime","Rank","5079.5"
"2016","S01008810","Employment","Rank",6645
"2016","S01008810","Income","Rank",5840
"2016","S01008810","Health","Rank",6938
"2016","S01008810","Education Skills And Training","Rank",4349
"2016","S01008810","Housing","Rank",2013
"2016","S01008810","SIMD","Decile",10
"2016","S01008810","Crime","Decile",8
"2016","S01008810","Health","Decile",10
"2016","S01008810","Access To Services","Decile",10
"2016","S01008810","Housing","Decile",3
"2016","S01008810","Education Skills And Training","Decile",7
"2016","S01008810","Income","Decile",9
"2016","S01008810","Employment","Decile",10
"2016","S01008810","Education Skills And Training","Vigintile",13
"2016","S01008810","Employment","Vigintile",20
"2016","S01008810","Health","Vigintile",20
"2016","S01008810","Housing","Vigintile",6
"2016","S01008810","Access To Services","Vigintile",20
"2016","S01008810","Crime","Vigintile",15
"2016","S01008810","Income","Vigintile",17
"2016","S01008810","SIMD","Vigintile",20
"2016","S01008810","Housing","Quintile",2
"2016","S01008810","Health","Quintile",5
"2016","S01008810","Income","Quintile",5
"2016","S01008810","Education Skills And Training","Quintile",4
"2016","S01008810","Employment","Quintile",5
"2016","S01008810","Crime","Quintile",4
"2016","S01008810","SIMD","Quintile",5
"2016","S01008810","Access To Services","Quintile",5
"2016","S01008811","Access To Services","Rank",6810
"2016","S01008811","SIMD","Rank",6459
"2016","S01008811","Crime","Rank",1739
"2016","S01008811","Employment","Rank",5869
"2016","S01008811","Income","Rank",6304
"2016","S01008811","Health","Rank",6700
"2016","S01008811","Education Skills And Training","Rank",6273
"2016","S01008811","Housing","Rank",729
"2016","S01008811","SIMD","Decile",10
"2016","S01008811","Crime","Decile",3
"2016","S01008811","Health","Decile",10
"2016","S01008811","Access To Services","Decile",10
"2016","S01008811","Housing","Decile",2
"2016","S01008811","Education Skills And Training","Decile",9
"2016","S01008811","Income","Decile",10
"2016","S01008811","Employment","Decile",9
"2016","S01008811","Education Skills And Training","Vigintile",18
"2016","S01008811","Employment","Vigintile",17
"2016","S01008811","Health","Vigintile",20
"2016","S01008811","Housing","Vigintile",3
"2016","S01008811","Access To Services","Vigintile",20
"2016","S01008811","Crime","Vigintile",5
"2016","S01008811","Income","Vigintile",19
"2016","S01008811","SIMD","Vigintile",19
"2016","S01008811","Housing","Quintile",1
"2016","S01008811","Health","Quintile",5
"2016","S01008811","Income","Quintile",5
"2016","S01008811","Education Skills And Training","Quintile",5
"2016","S01008811","Employment","Quintile",5
"2016","S01008811","Crime","Quintile",2
"2016","S01008811","SIMD","Quintile",5
"2016","S01008811","Access To Services","Quintile",5
"2016","S01008812","Access To Services","Rank",6850
"2016","S01008812","SIMD","Rank",6185
"2016","S01008812","Crime","Rank",3950
"2016","S01008812","Employment","Rank",5927
"2016","S01008812","Income","Rank",5499
"2016","S01008812","Health","Rank",6514
"2016","S01008812","Education Skills And Training","Rank",4943
"2016","S01008812","Housing","Rank",517
"2016","S01008812","SIMD","Decile",9
"2016","S01008812","Crime","Decile",6
"2016","S01008812","Health","Decile",10
"2016","S01008812","Access To Services","Decile",10
"2016","S01008812","Housing","Decile",1
"2016","S01008812","Education Skills And Training","Decile",8
"2016","S01008812","Income","Decile",8
"2016","S01008812","Employment","Decile",9
"2016","S01008812","Education Skills And Training","Vigintile",15
"2016","S01008812","Employment","Vigintile",17
"2016","S01008812","Health","Vigintile",19
"2016","S01008812","Housing","Vigintile",2
"2016","S01008812","Access To Services","Vigintile",20
"2016","S01008812","Crime","Vigintile",12
"2016","S01008812","Income","Vigintile",16
"2016","S01008812","SIMD","Vigintile",18
"2016","S01008812","Housing","Quintile",1
"2016","S01008812","Health","Quintile",5
"2016","S01008812","Income","Quintile",4
"2016","S01008812","Education Skills And Training","Quintile",4
"2016","S01008812","Employment","Quintile",5
"2016","S01008812","Crime","Quintile",3
"2016","S01008812","SIMD","Quintile",5
"2016","S01008812","Access To Services","Quintile",5
"2016","S01008559","Access To Services","Rank",3842
"2016","S01008559","SIMD","Rank",1993
"2016","S01008559","Crime","Rank",1828
"2016","S01008559","Employment","Rank",2237
"2016","S01008559","Income","Rank",2403
"2016","S01008559","Health","Rank",1901
"2016","S01008559","Education Skills And Training","Rank",1258
"2016","S01008559","Housing","Rank",737
"2016","S01008559","SIMD","Decile",3
"2016","S01008559","Crime","Decile",3
"2016","S01008559","Health","Decile",3
"2016","S01008559","Access To Services","Decile",6
"2016","S01008559","Housing","Decile",2
"2016","S01008559","Education Skills And Training","Decile",2
"2016","S01008559","Income","Decile",4
"2016","S01008559","Employment","Decile",4
"2016","S01008559","Education Skills And Training","Vigintile",4
"2016","S01008559","Employment","Vigintile",7
"2016","S01008559","Health","Vigintile",6
"2016","S01008559","Housing","Vigintile",3
"2016","S01008559","Access To Services","Vigintile",12
"2016","S01008559","Crime","Vigintile",6
"2016","S01008559","Income","Vigintile",7
"2016","S01008559","SIMD","Vigintile",6
"2016","S01008559","Housing","Quintile",1
"2016","S01008559","Health","Quintile",2
"2016","S01008559","Income","Quintile",2
"2016","S01008559","Education Skills And Training","Quintile",1
"2016","S01008559","Employment","Quintile",2
"2016","S01008559","Crime","Quintile",2
"2016","S01008559","SIMD","Quintile",2
"2016","S01008559","Access To Services","Quintile",3
"2016","S01008560","Access To Services","Rank",4490
"2016","S01008560","SIMD","Rank",1574
"2016","S01008560","Crime","Rank",2370
"2016","S01008560","Employment","Rank",1559
"2016","S01008560","Income","Rank",1499
"2016","S01008560","Health","Rank",1839
"2016","S01008560","Education Skills And Training","Rank",1117
"2016","S01008560","Housing","Rank",1333
"2016","S01008560","SIMD","Decile",3
"2016","S01008560","Crime","Decile",4
"2016","S01008560","Health","Decile",3
"2016","S01008560","Access To Services","Decile",7
"2016","S01008560","Housing","Decile",2
"2016","S01008560","Education Skills And Training","Decile",2
"2016","S01008560","Income","Decile",3
"2016","S01008560","Employment","Decile",3
"2016","S01008560","Education Skills And Training","Vigintile",4
"2016","S01008560","Employment","Vigintile",5
"2016","S01008560","Health","Vigintile",6
"2016","S01008560","Housing","Vigintile",4
"2016","S01008560","Access To Services","Vigintile",13
"2016","S01008560","Crime","Vigintile",7
"2016","S01008560","Income","Vigintile",5
"2016","S01008560","SIMD","Vigintile",5
"2016","S01008560","Housing","Quintile",1
"2016","S01008560","Health","Quintile",2
"2016","S01008560","Income","Quintile",2
"2016","S01008560","Education Skills And Training","Quintile",1
"2016","S01008560","Employment","Quintile",2
"2016","S01008560","Crime","Quintile",2
"2016","S01008560","SIMD","Quintile",2
"2016","S01008560","Access To Services","Quintile",4
"2016","S01008561","Access To Services","Rank",3218
"2016","S01008561","SIMD","Rank",2556
"2016","S01008561","Crime","Rank",2081
"2016","S01008561","Employment","Rank",3457
"2016","S01008561","Income","Rank",2726
"2016","S01008561","Health","Rank",2786
"2016","S01008561","Education Skills And Training","Rank",1320
"2016","S01008561","Housing","Rank",860
"2016","S01008561","SIMD","Decile",4
"2016","S01008561","Crime","Decile",3
"2016","S01008561","Health","Decile",4
"2016","S01008561","Access To Services","Decile",5
"2016","S01008561","Housing","Decile",2
"2016","S01008561","Education Skills And Training","Decile",2
"2016","S01008561","Income","Decile",4
"2016","S01008561","Employment","Decile",5
"2016","S01008561","Education Skills And Training","Vigintile",4
"2016","S01008561","Employment","Vigintile",10
"2016","S01008561","Health","Vigintile",8
"2016","S01008561","Housing","Vigintile",3
"2016","S01008561","Access To Services","Vigintile",10
"2016","S01008561","Crime","Vigintile",6
"2016","S01008561","Income","Vigintile",8
"2016","S01008561","SIMD","Vigintile",8
"2016","S01008561","Housing","Quintile",1
"2016","S01008561","Health","Quintile",2
"2016","S01008561","Income","Quintile",2
"2016","S01008561","Education Skills And Training","Quintile",1
"2016","S01008561","Employment","Quintile",3
"2016","S01008561","Crime","Quintile",2
"2016","S01008561","SIMD","Quintile",2
"2016","S01008561","Access To Services","Quintile",3
